item_id,admlog_id,vertical,action,to_moderation_datetime,action_datetime,user_group,user_id,ModerSourceEventType
389897750234,157908077294,Goods,allowed,2024-09-16T10:15:14,2024-09-16T10:16:23.981000,cron,373687608,activation
389898500374,158382997477,Goods,allowed,2024-09-19T09:26:24,2024-09-19T09:31:00.316000,cron,257663250210,activation
389917500249,157166593018,Goods,allowed,2024-09-10T21:56:48,2024-09-10T21:57:53.944000,cron,274542250109,activation
390049250029,159759801975,Goods,allowed,2024-09-28T01:45:45,2024-09-28T01:46:48.343000,cron,2076079,activation
390244000644,159698552480,Goods,allowed,2024-09-27T18:05:23,2024-09-27T18:06:24.881000,cron,67260500012,activation
390267250104,159299231694,Goods,allowed,2024-09-25T10:54:43,2024-09-25T10:55:45.761000,cron,2019321,activation
390295250689,158257782068,Goods,allowed,2024-09-18T11:17:10,2024-09-18T11:18:17.920000,cron,2784917,activation
390354000029,160150652655,Goods,allowed,2024-09-30T16:41:30,2024-09-30T16:42:35.950000,cron,1656081,activation
390694250259,156177929067,Goods,allowed,2024-09-04T11:11:56,2024-09-04T11:13:02.692000,cron,269505,activation
390734000624,156189242027,Goods,allowed,2024-09-04T15:28:24,2024-09-04T15:29:28.819000,cron,371888671,activation
390965500490,156897117664,Goods,allowed,2024-09-09T08:55:14,2024-09-09T08:56:18.742000,cron,366111372,activation
391040250390,160124714970,Goods,allowed,2024-09-30T14:42:24,2024-09-30T14:48:00.154000,cron,372650554,activation
391216250020,157565790340,Services,allowed,2024-09-13T18:15:51,2024-09-13T18:16:58.329000,cron,141038000028,activation
391329500455,158245279640,Goods,allowed,2024-09-18T09:52:53,2024-09-18T09:54:04.175000,cron,24522250090,activation
391330250700,158819312779,Goods,allowed,2024-09-22T10:26:57,2024-09-22T10:28:01.657000,cron,173056250019,update
391330250700,159629372662,Goods,allowed,2024-09-27T10:21:41,2024-09-27T10:22:43.692000,cron,173056250019,update
391330250700,159920030256,Goods,allowed,2024-09-29T07:18:19,2024-09-29T07:19:21.749000,cron,173056250019,update
391330250700,160072865636,Goods,allowed,2024-09-30T08:37:58,2024-09-30T08:39:00.301000,cron,173056250019,activation
391335750185,159173786225,Goods,allowed,2024-09-24T16:08:42,2024-09-24T16:09:44.662000,cron,14310000181,activation
391395250415,158083610922,Goods,allowed,2024-09-17T13:45:36,2024-09-17T13:46:41.424000,cron,168575000451,activation
391395250415,158541838856,Goods,allowed,2024-09-20T11:17:25,2024-09-20T11:18:45.506000,cron,168575000451,update
391403750285,157278128452,Goods,allowed,2024-09-11T16:54:53,2024-09-11T16:55:58.119000,cron,37059250304,activation
391443500680,156910595254,Services,allowed,2024-09-09T07:13:48,2024-09-09T07:14:53.799000,cron,113489000043,update
391443500680,157281724479,Services,allowed,2024-09-11T17:42:38,2024-09-11T17:43:46.042000,cron,113489000043,activation
391443500680,158259220084,Services,allowed,2024-09-18T12:36:53,2024-09-18T12:38:07.430000,cron,113489000043,update
391443500680,158286854622,Services,allowed,2024-09-18T15:16:41,2024-09-18T15:29:19.313000,cron,113489000043,update
391443500680,158297719919,Services,allowed,2024-09-18T17:35:17,2024-09-18T17:45:04.235000,cron,113489000043,update
391443500680,158292247125,Services,allowed,2024-09-18T17:54:25,2024-09-18T17:55:31.302000,cron,113489000043,update
391443500680,159271154541,Services,allowed,2024-09-25T07:45:09,2024-09-25T07:46:13.145000,cron,113489000043,update
391473000580,159852758113,Services,allowed,2024-09-28T19:35:40,2024-09-28T19:36:41.615000,cron,212869250051,update
391671250140,158527470380,Goods,allowed,2024-09-20T07:38:21,2024-09-20T07:39:27.121000,cron,382001377,activation
391746500700,158701092587,Goods,allowed,2024-09-21T09:21:20,2024-09-21T09:22:27.994000,cron,1792191,activation
392071250100,155784868489,Goods,allowed,2024-09-01T19:17:27,2024-09-01T19:18:34.662000,cron,112270000041,activation
392417251195,157468634223,Goods,allowed,2024-09-12T21:47:24,2024-09-12T21:48:31.163000,cron,198473250002,activation
392436251745,156562026593,Goods,allowed,2024-09-06T18:04:04,2024-09-06T18:05:09.393000,cron,248235250045,activation
392486001415,159803718817,Goods,allowed,2024-09-28T14:33:48,2024-09-28T14:34:49.387000,cron,4755265,activation
392486001530,156201750178,Goods,allowed,2024-09-04T13:32:06,2024-09-04T13:33:11.628000,cron,227437500004,activation
392714000525,159700435043,Goods,allowed,2024-09-27T18:43:03,2024-09-27T18:44:03.939000,cron,84503000003,activation
392771000505,158015703863,Goods,allowed,2024-09-16T23:43:01,2024-09-16T23:44:04.996000,cron,117828000030,activation
392802750395,157261918860,Realty,allowed,2024-09-11T14:00:45,2024-09-11T14:01:49.588000,cron,93637000039,activation
392804500095,159367679743,Services,allowed,2024-09-25T20:03:29,2024-09-25T20:04:34.349000,cron,1814906,activation
392828750380,155812967117,Goods,allowed,2024-09-02T04:23:04,2024-09-02T04:24:14.401000,cron,387108681,activation
392844000665,158235846312,Goods,allowed,2024-09-18T08:51:19,2024-09-18T08:52:23.139000,cron,63750460,activation
392888500235,155930590060,Goods,allowed,2024-09-02T22:12:03,2024-09-02T22:13:08.734000,cron,1601935,activation
392888500235,157285848046,Goods,allowed,2024-09-11T16:45:18,2024-09-11T16:46:26.796000,cron,1601935,update
392888500235,157279923524,Goods,allowed,2024-09-11T17:16:02,2024-09-11T17:17:12.100000,cron,1601935,update
392897750135,157802254598,Goods,allowed,2024-09-15T15:56:47,2024-09-15T15:57:54.925000,cron,502294,activation
393052250900,158418117875,Goods,allowed,2024-09-19T13:46:31,2024-09-19T13:47:36.246000,cron,1657364,activation
393073500985,156022886987,Goods,allowed,2024-09-03T12:46:29,2024-09-03T12:47:34.308000,cron,140823000006,activation
393084500275,155868224384,Realty,allowed,2024-09-02T13:51:16,2024-09-02T13:52:21.690000,cron,380422423,activation
393084500275,155866985323,Realty,allowed,2024-09-02T13:55:04,2024-09-02T13:56:09.103000,cron,380422423,update
393152000795,158563238323,Goods,allowed,2024-09-20T12:29:29,2024-09-20T12:30:36.832000,cron,282846000061,activation
393158500390,157249816066,Goods,allowed,2024-09-11T11:23:20,2024-09-11T11:24:26.362000,cron,282846000061,activation
393189500080,159303750118,Goods,allowed,2024-09-25T11:01:49,2024-09-25T11:02:51.948000,cron,174371500013,update
393189500080,159316505733,Goods,allowed,2024-09-25T12:57:36,2024-09-25T12:58:41.768000,cron,174371500013,update
393189500080,159696768071,Goods,allowed,2024-09-27T17:52:36,2024-09-27T17:53:36.717000,cron,174371500013,activation
393274250025,159164763850,Goods,allowed,2024-09-24T16:01:34,2024-09-24T16:02:35.470000,cron,106874250036,activation
393365000220,158103731197,Services,allowed,2024-09-17T08:42:22,2024-09-17T08:43:28.760000,cron,267692000017,activation
393397500935,156497588422,Goods,allowed,2024-09-06T13:49:54,2024-09-06T13:50:59.622000,cron,369000249,update
393397500935,157808435589,Goods,allowed,2024-09-15T17:42:06,2024-09-15T17:43:12.758000,cron,369000249,activation
393531500360,159948357364,Goods,allowed,2024-09-29T12:26:24,2024-09-29T12:27:24.251000,cron,90285250071,activation
393544250215,158970408233,Realty,allowed,2024-09-23T10:25:19,2024-09-23T10:26:24.051000,cron,369165575,activation
393548000195,158500755220,Goods,allowed,2024-09-20T00:51:40,2024-09-20T00:52:46.621000,cron,370451547,activation
393711750315,159447738399,Services,allowed,2024-09-26T11:21:35,2024-09-26T11:22:43.015000,cron,372397837,update
393721250890,158010756562,Goods,allowed,2024-09-16T20:38:27,2024-09-16T20:39:31.655000,cron,97743500037,activation
393739000235,156436944522,Goods,allowed,2024-09-05T23:57:55,2024-09-05T23:59:01.445000,cron,119053250071,activation
393749750835,158912781521,Goods,allowed,2024-09-22T23:35:30,2024-09-22T23:36:37.981000,cron,97038500013,activation
393760500755,156805426985,Goods,allowed,2024-09-08T17:23:44,2024-09-08T17:24:51.297000,cron,37615250033,activation
393781000330,159844354877,Goods,allowed,2024-09-28T18:25:27,2024-09-28T18:26:28.214000,cron,1673938,activation
393782750595,157387144847,Goods,allowed,2024-09-12T09:19:06,2024-09-12T09:20:09.580000,cron,3259192,activation
393824750300,155832460813,Goods,allowed,2024-09-02T09:03:49,2024-09-02T09:04:55.605000,cron,93811250012,activation
393825250060,159709896564,Goods,allowed,2024-09-27T20:02:11,2024-09-27T20:03:12.715000,cron,12076500005,activation
393853500430,157536585069,Goods,allowed,2024-09-13T13:53:50,2024-09-13T13:54:56.416000,cron,2025571,update
393853500430,157840301751,Goods,allowed,2024-09-16T00:21:23,2024-09-16T00:22:28.210000,cron,2025571,activation
393910000005,159434310095,Goods,allowed,2024-09-26T07:28:06,2024-09-26T07:29:07.528000,cron,186572250005,activation
394069250270,155989992441,Goods,allowed,2024-09-03T09:34:26,2024-09-03T09:35:32.939000,cron,370128016,activation
394117500060,156296140578,Goods,allowed,2024-09-05T02:48:39,2024-09-05T02:49:42.815000,cron,248235250045,activation
394118250425,159659535843,Goods,allowed,2024-09-27T11:26:26,2024-09-27T11:27:29.904000,cron,1614503,activation
394155751915,158983668870,Goods,allowed,2024-09-23T12:19:35,2024-09-23T12:20:38.795000,cron,101449750054,activation
394164000225,156621746979,Goods,allowed,2024-09-07T10:38:44,2024-09-07T10:39:48.698000,cron,109629500007,update
394164000225,158073575911,Goods,allowed,2024-09-17T15:25:05,2024-09-17T15:26:15.788000,cron,109629500007,activation
394164000225,158939930007,Goods,allowed,2024-09-23T07:54:38,2024-09-23T07:55:43.606000,cron,109629500007,update
394164000225,159837264614,Goods,allowed,2024-09-28T15:59:41,2024-09-28T16:00:43.479000,cron,109629500007,update
394175250585,157764856084,Goods,allowed,2024-09-15T11:32:28,2024-09-15T11:33:34.612000,cron,189629000182,activation
394459000250,159962090053,Goods,allowed,2024-09-29T14:16:50,2024-09-29T14:17:51.342000,cron,371839854,update
394482500420,158223394860,Goods,allowed,2024-09-18T07:50:11,2024-09-18T07:51:16.329000,cron,280907000090,activation
394553750125,156014764423,Goods,allowed,2024-09-03T09:44:27,2024-09-03T09:45:53.348000,cron,3509750,activation
394609750295,157889282149,Goods,allowed,2024-09-16T08:54:07,2024-09-16T08:55:29.486000,cron,372201253,activation
394780750215,158927611867,Goods,allowed,2024-09-23T07:24:52,2024-09-23T07:25:56.532000,cron,261664000008,activation
394817000725,160116142307,Goods,allowed,2024-09-30T12:58:15,2024-09-30T12:59:17.244000,cron,170355250025,activation
394854000165,156904015320,Goods,allowed,2024-09-09T08:26:23,2024-09-09T08:27:28.686000,cron,11442750160,activation
394913250085,157230113980,Goods,allowed,2024-09-11T10:03:12,2024-09-11T10:04:17.030000,cron,259319000064,activation
394942250960,159122826330,Goods,allowed,2024-09-24T06:21:25,2024-09-24T07:50:56.206000,cron,278134000058,activation
394954750415,158236056638,Goods,allowed,2024-09-18T08:37:42,2024-09-18T08:38:46.931000,cron,388707982,activation
394980750035,158359003257,Goods,allowed,2024-09-19T00:48:24,2024-09-19T00:49:34.108000,cron,2251842,activation
394995500225,155711631008,Services,allowed,2024-09-01T08:54:14,2024-09-01T08:55:18.635000,cron,183872000022,activation
394995500225,156769849931,Services,allowed,2024-09-08T11:20:51,2024-09-08T11:21:57.854000,cron,183872000022,update
394996500185,156083154825,Goods,allowed,2024-09-03T20:01:18,2024-09-03T20:02:24.656000,cron,26665500029,activation
395165750101,156753815188,Goods,allowed,2024-09-08T08:50:00,2024-09-08T08:51:06.438000,cron,220557250052,update
395165750101,157407116538,Goods,allowed,2024-09-12T13:03:17,2024-09-12T13:04:22.431000,cron,220557250052,activation
395186000806,159116629218,Goods,allowed,2024-09-24T10:35:54,2024-09-24T10:41:01.788000,cron,1532163,activation
395210751576,156009089154,Goods,allowed,2024-09-03T08:42:28,2024-09-03T08:43:33.534000,cron,1779243,activation
395226750721,159114962417,Goods,allowed,2024-09-24T08:28:54,2024-09-24T08:36:46.953000,cron,280907000090,activation
395296000141,158042016264,Goods,allowed,2024-09-17T01:18:31,2024-09-17T01:19:39.630000,cron,263461250006,activation
395296000141,158531113475,Goods,allowed,2024-09-20T08:34:33,2024-09-20T08:35:39.736000,cron,263461250006,update
395519000256,159282103898,Goods,allowed,2024-09-25T08:54:23,2024-09-25T08:55:26.885000,cron,1532163,activation
395582500886,158141057150,Goods,allowed,2024-09-17T20:00:05,2024-09-17T20:01:53.356000,cron,27000235,activation
395705750206,157284032218,Goods,allowed,2024-09-11T16:18:30,2024-09-11T16:19:36.971000,cron,5007167,activation
395709500381,160101671487,Goods,allowed,2024-09-30T11:08:34,2024-09-30T11:18:42.409000,SPBModeration.Adaptation,148472000009,activation
395731750016,156022738629,Goods,allowed,2024-09-03T13:35:37,2024-09-03T13:36:41.666000,cron,2178415,activation
395731750016,157766467484,Goods,allowed,2024-09-15T12:41:06,2024-09-15T12:42:11.674000,cron,2178415,update
395731750016,158937599519,Goods,allowed,2024-09-23T11:48:15,2024-09-23T11:49:22.268000,cron,2178415,update
395898750101,158654711180,Goods,allowed,2024-09-21T06:06:14,2024-09-21T06:07:20.488000,cron,389834744,activation
395898750101,159372006136,Goods,allowed,2024-09-25T18:52:02,2024-09-25T18:53:03.994000,cron,389834744,update
395916250016,159617992500,Goods,allowed,2024-09-27T11:03:47,2024-09-27T11:04:48.485000,cron,237224000023,update
395959500236,155734671010,Goods,allowed,2024-09-01T13:49:51,2024-09-01T13:51:00.919000,cron,371025574,activation
395977000816,159111644943,Goods,allowed,2024-09-24T10:46:15,2024-09-24T10:47:20.890000,cron,12751155,activation
396019000331,156084364669,Goods,allowed,2024-09-03T19:46:50,2024-09-03T19:47:56.700000,cron,52271000129,activation
396023750091,159657658356,Goods,allowed,2024-09-27T12:25:47,2024-09-27T12:26:47.995000,cron,172905250275,activation
396038250036,155930041216,Goods,allowed,2024-09-02T21:51:56,2024-09-02T21:53:00.464000,cron,81499500019,activation
396039000176,156564385238,Goods,allowed,2024-09-06T18:44:02,2024-09-06T18:45:08.834000,cron,157500070,activation
396069500446,157264502861,Goods,allowed,2024-09-11T12:51:01,2024-09-11T12:52:08.514000,cron,349750213,activation
396070250476,156511833914,Goods,allowed,2024-09-06T06:42:47,2024-09-06T06:43:53.211000,cron,351250098,update
396316000071,157755142288,Goods,allowed,2024-09-15T09:38:23,2024-09-15T09:39:30.999000,cron,52496500001,activation
396331000531,156410824732,Goods,allowed,2024-09-05T21:03:00,2024-09-05T21:04:12.989000,cron,365003518,update
396331000531,156771427180,Goods,allowed,2024-09-08T12:05:04,2024-09-08T12:06:09.175000,cron,365003518,update
396331000531,158381781827,Goods,allowed,2024-09-19T08:24:05,2024-09-19T08:25:15.874000,cron,365003518,activation
396346250481,155722358042,Goods,allowed,2024-09-01T10:51:43,2024-09-01T10:52:51.035000,cron,79613000002,activation
396362750351,155874096768,Goods,allowed,2024-09-02T14:47:17,2024-09-02T14:48:44.589000,cron,46360250066,activation
396362750351,156485114581,Goods,allowed,2024-09-06T12:04:10,2024-09-06T12:05:16.188000,cron,46360250066,update
396407500831,155772685488,Goods,allowed,2024-09-01T19:56:02,2024-09-01T19:57:06.958000,cron,8786750018,activation
396434500591,157795969528,Goods,allowed,2024-09-15T12:43:56,2024-09-15T12:45:02.186000,cron,388373313,activation
396683750176,156234742312,Goods,allowed,2024-09-04T19:04:11,2024-09-04T19:05:40.051000,cron,63829250148,update
396683750176,158677901833,Goods,allowed,2024-09-21T11:41:10,2024-09-21T11:42:16.540000,cron,63829250148,activation
396686750781,159373522925,Goods,allowed,2024-09-25T19:00:52,2024-09-25T19:01:55.286000,cron,369503114,activation
396727001066,158574916973,Goods,allowed,2024-09-20T13:50:26,2024-09-20T13:51:31.272000,cron,52980500025,activation
396727001611,158843814532,Services,allowed,2024-09-22T12:46:03,2024-09-22T12:50:21.520000,SPBModeration.Adaptation,175016750574,activation
396727001611,158829350758,Services,allowed,2024-09-22T13:06:20,2024-09-22T13:07:28.611000,cron,175016750574,update
396727001611,158830102538,Services,allowed,2024-09-22T13:09:44,2024-09-22T13:10:49.888000,cron,175016750574,update
396727001611,158831879243,Services,allowed,2024-09-22T13:22:10,2024-09-22T13:23:15.535000,cron,175016750574,update
396727001611,158835918796,Services,allowed,2024-09-22T13:39:45,2024-09-22T13:41:39.819000,cron,175016750574,update
396727001611,158826946950,Services,allowed,2024-09-22T13:55:24,2024-09-22T13:56:28.631000,cron,175016750574,update
396727001611,158906137143,Services,allowed,2024-09-23T00:37:52,2024-09-23T00:38:56.783000,cron,175016750574,update
396731750281,159374546848,Goods,allowed,2024-09-25T19:09:05,2024-09-25T19:10:07.033000,cron,2205324,activation
396834750001,157376871611,Goods,allowed,2024-09-12T09:11:54,2024-09-12T09:13:00.395000,cron,378280578,update
396841250071,157930708856,Goods,allowed,2024-09-16T13:14:23,2024-09-16T13:15:30.628000,cron,1906516,activation
396977500026,158733403637,Goods,allowed,2024-09-21T17:00:41,2024-09-21T17:01:47.493000,cron,376781890,activation
396993251291,159543145231,Goods,allowed,2024-09-26T22:48:07,2024-09-26T22:49:08.572000,cron,16921500027,activation
397048000796,156815112246,Goods,allowed,2024-09-08T19:03:02,2024-09-08T19:04:05.490000,cron,11001708,activation
397096501271,159297560741,Goods,allowed,2024-09-25T10:01:14,2024-09-25T10:02:17.309000,cron,254327500097,activation
397420250546,157581881917,Goods,allowed,2024-09-13T20:12:34,2024-09-13T20:13:38.621000,cron,202727500005,activation
397421500486,156586222078,Goods,allowed,2024-09-06T23:07:47,2024-09-06T23:08:51.688000,cron,3758500323,activation
397682250231,157781728010,Realty,allowed,2024-09-15T15:28:13,2024-09-15T15:29:20.268000,cron,384771098,update
397682250231,158793426399,Realty,allowed,2024-09-22T06:11:41,2024-09-22T06:12:46.926000,cron,384771098,activation
397682250231,159724726447,Realty,rejected,2024-09-27T22:09:46,2024-09-27T22:14:01.026000,SPBModeration.Adaptation,384771098,update
397682250231,159727350116,Realty,allowed,2024-09-27T22:54:41,2024-09-27T22:59:13.468000,SPBModeration.Adaptation,384771098,update
397715500761,157017540969,Goods,allowed,2024-09-09T20:52:16,2024-09-09T20:53:22.565000,cron,1695963,activation
397729000976,159138341598,Goods,allowed,2024-09-24T15:19:44,2024-09-24T15:22:23.410000,cron,271476000161,activation
397749750261,157231910554,Goods,allowed,2024-09-11T12:12:26,2024-09-11T12:13:30.127000,cron,1760987,activation
397755001021,155850466441,Goods,allowed,2024-09-02T12:01:20,2024-09-02T12:02:24.203000,cron,5594000060,activation
397756500846,155878260283,Vacancies,allowed,2024-09-02T12:19:44,2024-09-02T12:20:54.006000,cron,187035750050,activation
397804500906,156643968512,Goods,allowed,2024-09-07T08:54:59,2024-09-07T08:56:04.377000,cron,14710250292,activation
398006250091,159622672361,Goods,allowed,2024-09-27T12:30:50,2024-09-27T12:32:48.106000,cron,139311750017,activation
398007500091,159318687206,Goods,allowed,2024-09-25T14:07:29,2024-09-25T14:08:47.288000,cron,231738250007,activation
398125750076,156718886842,Goods,allowed,2024-09-07T22:55:23,2024-09-07T22:56:28.980000,cron,3758500323,activation
398138250391,156506894647,Goods,allowed,2024-09-06T07:12:53,2024-09-06T07:14:01.834000,cron,41250902,activation
398404500266,156665012281,Goods,allowed,2024-09-07T13:06:59,2024-09-07T13:08:03.056000,cron,6057000082,activation
398415250281,158433137756,Goods,allowed,2024-09-19T15:46:36,2024-09-19T15:47:41.499000,cron,368992284,activation
398468000351,158373186652,Goods,allowed,2024-09-19T07:41:22,2024-09-19T07:42:27.150000,cron,173635500180,activation
398468000351,158375455023,Goods,allowed,2024-09-19T07:52:36,2024-09-19T07:53:41.496000,cron,173635500180,update
398493000166,156057145374,Goods,allowed,2024-09-03T16:55:27,2024-09-03T16:56:31.956000,cron,379051751,update
398522750256,157441245136,Goods,allowed,2024-09-12T20:18:06,2024-09-12T20:19:11.498000,cron,39739000030,activation
398582000101,156153750966,Goods,allowed,2024-09-04T08:33:53,2024-09-04T08:34:58.693000,cron,3059,activation
398583500306,159458847435,Goods,allowed,2024-09-26T15:43:47,2024-09-26T15:44:57.038000,cron,1514399,activation
398585750046,156416814808,Goods,allowed,2024-09-05T20:58:34,2024-09-05T20:59:40.020000,cron,370157101,update
398867000081,156545670312,Goods,allowed,2024-09-06T17:17:15,2024-09-06T17:18:22.168000,cron,252003750052,activation
398889500581,155762716857,Goods,allowed,2024-09-01T17:56:25,2024-09-01T17:57:33.590000,cron,2271084,activation
398890250301,156808580244,Goods,allowed,2024-09-08T16:32:29,2024-09-08T16:33:36.401000,cron,2002839,activation
398916750416,156646365375,Goods,allowed,2024-09-07T11:44:46,2024-09-07T11:45:51.828000,cron,365038602,activation
398975750101,156887124617,Goods,allowed,2024-09-09T08:56:53,2024-09-09T08:57:59.578000,cron,232249750011,activation
398986000191,158724371519,Goods,allowed,2024-09-21T15:36:38,2024-09-21T15:37:43.013000,cron,152376750010,activation
399165000041,156138402564,Goods,allowed,2024-09-04T07:52:37,2024-09-04T07:53:43.618000,cron,280907000090,activation
399169000096,156766315904,Goods,allowed,2024-09-08T08:49:39,2024-09-08T08:50:42.773000,cron,1525943,activation
399188251166,156345815737,Goods,allowed,2024-09-05T13:14:10,2024-09-05T13:15:15.808000,cron,2100289,update
399188251166,157135596189,Goods,allowed,2024-09-10T16:37:42,2024-09-10T16:38:48.727000,cron,2100289,update
399188251166,157286541115,Goods,allowed,2024-09-11T16:23:14,2024-09-11T16:24:19.082000,cron,2100289,update
399210500181,157742680532,Goods,allowed,2024-09-15T07:00:30,2024-09-15T07:01:34.055000,cron,256728000151,activation
399218250606,157940529672,Goods,allowed,2024-09-16T13:43:51,2024-09-16T13:44:55.168000,cron,90564000070,activation
399228000561,160187149104,Goods,allowed,2024-09-30T19:17:03,2024-09-30T19:18:03.053000,cron,224099750041,activation
399246750131,159364106373,Services,allowed,2024-09-25T19:34:24,2024-09-25T19:35:25.697000,cron,171973750042,activation
399282250261,157467877006,Goods,allowed,2024-09-12T23:57:55,2024-09-12T23:59:03.647000,cron,196662000029,activation
399294750571,156338670500,Goods,allowed,2024-09-05T10:26:29,2024-09-05T10:27:33.922000,cron,2541250197,activation
399299250526,159872507423,Goods,allowed,2024-09-28T21:38:02,2024-09-28T21:39:05.295000,cron,136976250039,activation
399309500191,156652141306,Goods,allowed,2024-09-07T12:01:00,2024-09-07T12:02:05.202000,cron,287549000187,activation
399309500191,157586173874,Goods,allowed,2024-09-13T20:30:13,2024-09-13T20:31:17.438000,cron,287549000187,update
399309500191,158815371829,Goods,allowed,2024-09-22T10:57:36,2024-09-22T10:58:41.919000,cron,287549000187,update
399309500191,160113784568,Goods,allowed,2024-09-30T12:06:45,2024-09-30T12:07:46.443000,cron,287549000187,update
399373750041,158372748599,Goods,allowed,2024-09-19T08:10:45,2024-09-19T08:11:51.332000,cron,124288250004,activation
399486251007,159565625758,Goods,rejected,2024-09-26T19:50:39,2024-09-26T19:51:40.371000,cron,281786000043,update
399491750437,155904908293,Realty,allowed,2024-09-02T17:14:25,2024-09-02T17:15:30.240000,cron,93154750075,activation
399491750437,156549398236,Realty,allowed,2024-09-06T17:06:29,2024-09-06T17:07:36.790000,cron,93154750075,update
399491750437,156542422430,Realty,allowed,2024-09-06T17:18:18,2024-09-06T17:19:22.186000,cron,93154750075,update
399491750437,157040860170,Realty,allowed,2024-09-10T03:43:54,2024-09-10T03:45:01.156000,cron,93154750075,update
399491750437,157206588315,Realty,allowed,2024-09-11T08:33:11,2024-09-11T08:34:15.498000,cron,93154750075,update
399491750437,157368813930,Realty,allowed,2024-09-12T07:10:02,2024-09-12T07:11:06.785000,cron,93154750075,update
399491750437,157369364498,Realty,allowed,2024-09-12T07:32:29,2024-09-12T07:33:34.626000,cron,93154750075,update
399491750437,157379184682,Realty,allowed,2024-09-12T09:37:05,2024-09-12T09:38:10.952000,cron,93154750075,update
399491750437,157383732951,Realty,allowed,2024-09-12T09:55:23,2024-09-12T09:56:29.381000,cron,93154750075,update
399491750437,157388747943,Realty,allowed,2024-09-12T10:00:45,2024-09-12T10:01:52.264000,cron,93154750075,update
399491750437,158693342884,Realty,allowed,2024-09-21T09:22:25,2024-09-21T09:23:31.366000,cron,93154750075,update
399491750437,159622366763,Realty,allowed,2024-09-27T12:09:40,2024-09-27T12:10:44.051000,cron,93154750075,update
399503501902,159866375634,Goods,allowed,2024-09-28T22:46:45,2024-09-28T22:47:46.547000,cron,43957000107,activation
399512251127,157529282653,Goods,allowed,2024-09-13T13:24:20,2024-09-13T13:25:25.719000,cron,50781750281,activation
399516500377,159472574473,Goods,allowed,2024-09-26T10:15:55,2024-09-26T10:16:57.829000,cron,376523629,activation
399570750972,157308721023,Goods,allowed,2024-09-11T22:49:35,2024-09-11T22:50:41.734000,cron,3751349,activation
399571500182,159593641177,Goods,allowed,2024-09-27T04:16:18,2024-09-27T04:17:21.725000,cron,61985250229,activation
399575000117,160043101104,Goods,allowed,2024-09-29T21:21:22,2024-09-29T21:22:29.276000,cron,40881000173,activation
399589250382,157641630560,Goods,allowed,2024-09-14T10:29:16,2024-09-14T10:30:22.595000,cron,368014633,activation
399789750007,158867103323,Goods,allowed,2024-09-22T20:15:53,2024-09-22T20:16:57.047000,cron,2076849,activation
399821250582,156826319869,Goods,allowed,2024-09-08T22:47:12,2024-09-08T22:48:17.396000,cron,13261250136,activation
399821250582,156981385718,Goods,allowed,2024-09-09T19:57:00,2024-09-09T19:58:06.415000,cron,13261250136,update
399821250582,158705751865,Goods,allowed,2024-09-21T10:30:01,2024-09-21T10:31:06.547000,cron,13261250136,update
399821250802,157061341439,Goods,allowed,2024-09-10T07:32:13,2024-09-10T07:33:17.046000,cron,1785996,activation
399823500022,156323667746,Vacancies,allowed,2024-09-05T08:58:30,2024-09-05T08:59:35.600000,cron,86894500030,activation
399871250007,157596167548,Goods,allowed,2024-09-13T22:17:19,2024-09-13T22:18:25.885000,cron,366882814,activation
399871250007,159830103809,Goods,allowed,2024-09-28T16:46:03,2024-09-28T16:47:05.815000,cron,366882814,update
399871250007,159836223619,Goods,allowed,2024-09-28T17:38:58,2024-09-28T17:39:58.740000,cron,366882814,update
399871250007,160128938987,Goods,allowed,2024-09-30T14:30:30,2024-09-30T14:39:16.885000,cron,366882814,update
399871250007,160159123027,Goods,allowed,2024-09-30T16:12:07,2024-09-30T16:36:06.970000,cron,366882814,update
399909500637,159578083007,Goods,allowed,2024-09-26T22:30:50,2024-09-26T22:31:50.764000,cron,2500805,activation
399930500142,155710191389,Goods,allowed,2024-09-01T09:25:39,2024-09-01T09:26:46.735000,cron,45313250050,activation
399958500497,159213159453,Goods,allowed,2024-09-24T21:01:58,2024-09-24T21:02:59.964000,cron,101218500009,activation
399970500067,158935444652,Goods,allowed,2024-09-23T10:43:03,2024-09-23T10:44:08.109000,cron,376438348,activation
400174750702,157987096738,Goods,allowed,2024-09-16T18:08:51,2024-09-16T18:10:03.353000,cron,371693897,activation
400189500352,156464081828,Goods,allowed,2024-09-06T06:40:45,2024-09-06T06:41:52.434000,cron,265269500093,activation
400199000517,158834501202,Goods,allowed,2024-09-22T12:12:08,2024-09-22T12:13:16.093000,cron,6636250109,activation
400224501307,157459623189,Realty,allowed,2024-09-12T21:41:30,2024-09-12T21:42:36.209000,cron,288314000086,activation
400475500467,158831450424,Services,allowed,2024-09-22T13:56:42,2024-09-22T13:58:09.063000,cron,45446750635,activation
400516250502,157147010079,Goods,allowed,2024-09-10T17:56:41,2024-09-10T17:57:46.091000,cron,373532996,activation
400552250407,157270097834,Goods,allowed,2024-09-11T15:06:32,2024-09-11T15:07:38.261000,cron,388404466,activation
400554250067,159648786938,Goods,allowed,2024-09-27T09:52:34,2024-09-27T09:53:52.231000,cron,66250037,activation
400790250022,156032273263,Services,allowed,2024-09-03T13:56:22,2024-09-03T13:57:26.738000,cron,1976654,activation
400823000042,157809639355,Goods,allowed,2024-09-15T17:11:25,2024-09-15T17:12:31.392000,cron,207100250033,update
